VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_11293	chr7:141532731..141533711	chr7	141532731	141533711	InDel	chr7	141532539	141533711	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11294	chr7:17099343..17099545	chr7	17099343	17099545	InDel	chr7	17099343	17099545	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	4	0	4		50 control samples (French)	
Variation_11295	chr7:22560106..22560328	chr7	22560106	22560328	InDel	chr7	22560106	22560953	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	5	5		50 control samples (French)	
Variation_11296	chr7:22560106..22560953	chr7	22560106	22560953	InDel	chr7	22560106	22560953	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11297	chr7:29269846..29270024	chr7	29269846	29270024	InDel	chr7	29269846	29270024	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	CHN2
Variation_11298	chr7:36427915..36428332	chr7	36427915	36428332	InDel	chr7	36427915	36428332	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	AOAH
Variation_11299	chr7:38006052..38006639	chr7	38006052	38006639	InDel	chr7	38006052	38006639	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	STARD3NL
Variation_11300	chr7:44217645..44218054	chr7	44217645	44218054	InDel	chr7	44217645	44218054	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	NUDCD3
Variation_11301	chr7:56092054..56092260	chr7	56092054	56092260	InDel	chr7	56092054	56092260	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11302	chr7:63712135..63712326	chr7	63712135	63712326	InDel	chr7	63712135	63712326	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	ZNF138
Variation_11303	chr7:6519224..6520090	chr7	6519224	6520090	InDel	chr7	6519224	6520090	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	3	3		50 control samples (French)	ZNF12
Variation_11304	chr7:77710997..77711450	chr7	77710997	77711450	InDel	chr7	77710997	77711450	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	MAGI2
Variation_11305	chr7:82695362..82695666	chr7	82695362	82695666	InDel	chr7	82695362	82695666	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	SEMA3E
Variation_11306	chr7:90352635..90353229	chr7	90352635	90353229	InDel	chr7	90352635	90353229	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	CDK14
Variation_11307	chr7:90358253..90358592	chr7	90358253	90358592	InDel	chr7	90358253	90358592	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	CDK14
Variation_11308	chr8:107707708..107708178	chr8	107707708	107708178	InDel	chr8	107707708	107708178	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	OXR1
Variation_11309	chr8:114982031..114982439	chr8	114982031	114982439	InDel	chr8	114982031	114982439	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11310	chr8:11891058..11891595	chr8	11891058	11891595	InDel	chr8	11891058	11891595	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	DEFB134
Variation_11311	chr8:122732489..122732754	chr8	122732489	122732754	InDel	chr8	122732489	122732754	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	
Variation_11312	chr8:133069835..133070348	chr8	133069835	133070348	InDel	chr8	133069835	133070348	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	EFR3A
Variation_11313	chr8:133950488..133951058	chr8	133950488	133951058	InDel	chr8	133950488	133951058	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	TG
Variation_11314	chr8:134054679..134054836	chr8	134054679	134054836	InDel	chr8	134054679	134054836	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	3	0	3		50 control samples (French)	TG
Variation_11315	chr8:134069889..134070082	chr8	134069889	134070082	InDel	chr8	134069889	134070082	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	TG
Variation_11316	chr8:134102753..134103460	chr8	134102753	134103460	InDel	chr8	134102753	134103460	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	TG
Variation_11317	chr8:13937798..13937960	chr8	13937798	13937960	InDel	chr8	13937798	13937960	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11318	chr8:143395422..143396265	chr8	143395422	143396265	InDel	chr8	143395422	143396265	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	TSNARE1
Variation_11319	chr8:144785565..144785822	chr8	144785565	144785822	InDel	chr8	144785565	144785822	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	9	0	9		50 control samples (French)	
Variation_11320	chr8:24980920..24981464	chr8	24980920	24981464	InDel	chr8	24980920	24981464	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11321	chr8:25001296..25001594	chr8	25001296	25001594	InDel	chr8	25001296	25001594	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11322	chr8:26159204..26159859	chr8	26159204	26159859	InDel	chr8	26159204	26159859	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11323	chr8:39341029..39341370	chr8	39341029	39341370	InDel	chr8	39341029	39341370	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	2	2		50 control samples (French)	ADAM5P
Variation_11324	chr8:40593623..40593786	chr8	40593623	40593786	InDel	chr8	40593623	40593786	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	4	0	4		50 control samples (French)	ZMAT4
Variation_11325	chr8:70113797..70114754	chr8	70113797	70114754	InDel	chr8	70113797	70114754	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11326	chr8:72949037..72949290	chr8	72949037	72949290	InDel	chr8	72949037	72949290	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	LOC100132891
Variation_11327	chr8:73000365..73000568	chr8	73000365	73000568	InDel	chr8	73000365	73000568	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	6	0	6		50 control samples (French)	LOC100132891
Variation_11328	chr8:73001619..73001987	chr8	73001619	73001987	InDel	chr8	73001619	73001987	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	LOC100132891
Variation_11329	chr8:73765036..73765191	chr8	73765036	73765191	InDel	chr8	73765036	73765191	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	KCNB2
Variation_11330	chr8:81208515..81208907	chr8	81208515	81208907	InDel	chr8	81208515	81208907	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	TPD52
Variation_11331	chr8:97720501..97720650	chr8	97720501	97720650	InDel	chr8	97720501	97720650	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11332	chr9:110918769..110919139	chr9	110918769	110919139	InDel	chr9	110918769	110919139	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11333	chr9:110923976..110924367	chr9	110923976	110924367	InDel	chr9	110923976	110924367	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11334	chr9:113477353..113477497	chr9	113477353	113477497	InDel	chr9	113477353	113477497	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11335	chr9:113501881..113502197	chr9	113501881	113502197	InDel	chr9	113501881	113502197	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	2	2		50 control samples (French)	
Variation_11336	chr9:117037255..117037576	chr9	117037255	117037576	InDel	chr9	117037255	117037576	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	ASTN2
Variation_11337	chr9:120736735..120737105	chr9	120736735	120737105	InDel	chr9	120736735	120737105	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	3	1	4		50 control samples (French)	
Variation_11338	chr9:19959839..19960262	chr9	19959839	19960262	InDel	chr9	19959839	19960262	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11339	chr9:21817421..21818357	chr9	21817421	21818357	InDel	chr9	21817421	21818357	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	MTAP
Variation_11340	chr9:23393187..23393415	chr9	23393187	23393415	InDel	chr9	23393187	23393415	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11341	chr9:35971122..35971678	chr9	35971122	35971678	InDel	chr9	35971122	35971678	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	13	13		50 control samples (French)	
Variation_11342	chr9:36353014..36353550	chr9	36353014	36353550	InDel	chr9	36353014	36353550	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	17	17		50 control samples (French)	RNF38
Variation_11343	chr9:37779026..37779736	chr9	37779026	37779736	InDel	chr9	37779026	37779736	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11344	chr9:69732479..69732630	chr9	69732479	69732630	InDel	chr9	69732479	69732630	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	2	2		50 control samples (French)	C9orf135
Variation_11345	chr9:72838320..72838734	chr9	72838320	72838734	InDel	chr9	72838320	72838734	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	
Variation_11346	chr9:88793150..88793649	chr9	88793150	88793649	InDel	chr9	88793150	88793649	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	7	7		50 control samples (French)	
Variation_11347	chr9:89383530..89384253	chr9	89383530	89384253	InDel	chr9	89383530	89384253	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	
Variation_11348	chrX:102458813..102459234	chrX	102458813	102459234	InDel	chrX	102458813	102459234	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	
Variation_11349	chrX:103075310..103075702	chrX	103075310	103075702	InDel	chrX	103075310	103075702	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11350	chrX:103085127..103085358	chrX	103085127	103085358	InDel	chrX	103085127	103085494	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	6	0	6		50 control samples (French)	
Variation_11351	chrX:103085358..103085494	chrX	103085358	103085494	InDel	chrX	103085127	103085494	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11352	chrX:103085599..103086086	chrX	103085599	103086086	InDel	chrX	103085599	103086086	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	5	5		50 control samples (French)	
Variation_11353	chrX:112732053..112732277	chrX	112732053	112732277	InDel	chrX	112732053	112732277	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	4	4		50 control samples (French)	
Variation_11354	chrX:131811444..131811826	chrX	131811444	131811826	InDel	chrX	131811444	131811826	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	HS6ST2
Variation_11355	chrX:136685979..136686284	chrX	136685979	136686284	InDel	chrX	136685979	136686284	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	9	9		50 control samples (French)	
Variation_11356	chrX:143026882..143027364	chrX	143026882	143027364	InDel	chrX	143026882	143027364	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11357	chrX:16462916..16463798	chrX	16462916	16463798	InDel	chrX	16462916	16463798	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	1	0	1		50 control samples (French)	CTPS2
Variation_11358	chrX:3217249..3217810	chrX	3217249	3217810	InDel	chrX	3217249	3217810	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11359	chrX:38139446..38139589	chrX	38139446	38139589	InDel	chrX	38139446	38139589	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	2	2		50 control samples (French)	
Variation_11360	chrX:38142784..38143506	chrX	38142784	38143506	InDel	chrX	38142784	38143506	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	6	6		50 control samples (French)	
Variation_11361	chrX:38148527..38149482	chrX	38148527	38149482	InDel	chrX	38148527	38149482	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11362	chrX:38154569..38155024	chrX	38154569	38155024	InDel	chrX	38154569	38155024	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	3	3		50 control samples (French)	
Variation_11363	chrX:43749528..43749657	chrX	43749528	43749657	InDel	chrX	43749528	43749657	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11364	chrX:43939187..43940173	chrX	43939187	43940173	InDel	chrX	43939187	43940173	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	3	0	3		50 control samples (French)	EFHC2
Variation_11365	chrX:68619101..68619686	chrX	68619101	68619686	InDel	chrX	68619101	68619686	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	2	0	2		50 control samples (French)	EDA
Variation_11366	chrX:68621285..68621642	chrX	68621285	68621642	InDel	chrX	68621285	68621642	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	EDA
Variation_11367	chrX:7631452..7631783	chrX	7631452	7631783	InDel	chrX	7631452	7631783	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	
Variation_11368	chrX:96200779..96201008	chrX	96200779	96201008	InDel	chrX	96200779	96201008	de Smith et al. (2007)	17666407	Agilent 185k CGH Arrays/Agilent Custom CGH Arrays	0	1	1		50 control samples (French)	DIAPH2
Variation_11369	chr1:78053..79016	chr1	78053	79016	InDel	chr1	78053	79016	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11370	chr1:972048..972178	chr1	972048	972178	InDel	chr1	972048	972178	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11371	chr1:1084138..1084448	chr1	1084138	1084448	InDel	chr1	1084138	1084448	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	C1orf159
Variation_11372	chr1:1115830..1116012	chr1	1115830	1116012	InDel	chr1	1115830	1116012	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11373	chr1:1681878..1682839	chr1	1681878	1682839	InDel	chr1	1681878	1682839	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	CDK11A
Variation_11374	chr1:2615191..2615757	chr1	2615191	2615757	InDel	chr1	2615191	2615757	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11375	chr1:2615862..2616462	chr1	2615862	2616462	InDel	chr1	2615862	2616695	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11376	chr1:2616094..2616695	chr1	2616094	2616695	InDel	chr1	2615862	2616695	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11377	chr1:2617037..2617197	chr1	2617037	2617197	InDel	chr1	2617037	2617197	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11378	chr1:2648617..2648977	chr1	2648617	2648977	InDel	chr1	2648617	2648977	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11379	chr1:2655425..2655545	chr1	2655425	2655545	InDel	chr1	2655425	2655545	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11380	chr1:2658452..2659335	chr1	2658452	2659335	InDel	chr1	2658452	2659335	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11381	chr1:2664953..2665152	chr1	2664953	2665152	InDel	chr1	2664953	2665152	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11382	chr1:2665426..2666268	chr1	2665426	2666268	InDel	chr1	2665426	2666268	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11383	chr1:3970209..3970326	chr1	3970209	3970326	InDel	chr1	3970209	3970326	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11384	chr1:5999559..5999756	chr1	5999559	5999756	InDel	chr1	5999559	5999756	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11385	chr1:7859203..7859650	chr1	7859203	7859650	InDel	chr1	7859203	7859650	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11386	chr1:16746233..16746543	chr1	16746233	16746543	InDel	chr1	16746233	16746543	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11387	chr1:22424863..22425001	chr1	22424863	22425001	InDel	chr1	22424863	22425001	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11388	chr1:26173955..26174280	chr1	26173955	26174280	InDel	chr1	26173955	26174280	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11389	chr1:27884704..27885638	chr1	27884704	27885638	InDel	chr1	27884704	27885638	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	C1orf38
Variation_11390	chr1:37485567..37485805	chr1	37485567	37485805	InDel	chr1	37485567	37485805	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11391	chr1:39741824..39742179	chr1	39741824	39742179	InDel	chr1	39741824	39742179	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11392	chr1:43526564..43526899	chr1	43526564	43526899	InDel	chr1	43526564	43526899	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	C1orf84
Variation_11393	chr1:45919316..45919627	chr1	45919316	45919627	InDel	chr1	45919316	45919627	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	IPP
Variation_11394	chr1:56113315..56113635	chr1	56113315	56113635	InDel	chr1	56113315	56113635	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11395	chr1:56954647..56954985	chr1	56954647	56954985	InDel	chr1	56954647	56954985	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	C1orf168
Variation_11396	chr1:58455931..58456843	chr1	58455931	58456843	InDel	chr1	58455931	58456843	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11397	chr1:61794879..61795722	chr1	61794879	61795722	InDel	chr1	61794879	61795722	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11398	chr1:62102608..62102956	chr1	62102608	62102956	InDel	chr1	62102608	62102956	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	INADL
Variation_11399	chr1:62863857..62864195	chr1	62863857	62864195	InDel	chr1	62863857	62864195	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	DOCK7
Variation_11400	chr1:65621660..65621929	chr1	65621660	65621929	InDel	chr1	65621660	65621929	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	LEPR
Variation_11401	chr1:65975931..65976263	chr1	65975931	65976263	InDel	chr1	65975931	65976263	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	PDE4B
Variation_11402	chr1:66540972..66541111	chr1	66540972	66541111	InDel	chr1	66540972	66541111	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	PDE4B
Variation_11403	chr1:69519014..69519332	chr1	69519014	69519332	InDel	chr1	69519014	69519332	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11404	chr1:75723887..75724216	chr1	75723887	75724216	InDel	chr1	75723887	75724216	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	SLC44A5
Variation_11405	chr1:78291058..78291236	chr1	78291058	78291236	InDel	chr1	78291058	78291236	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	GIPC2
Variation_11406	chr1:81399806..81400134	chr1	81399806	81400134	InDel	chr1	81399806	81400134	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11407	chr1:82754666..82754985	chr1	82754666	82754985	InDel	chr1	82754666	82754985	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11408	chr1:87997862..87998015	chr1	87997862	87998015	InDel	chr1	87997862	87998015	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11409	chr1:93963489..93963801	chr1	93963489	93963801	InDel	chr1	93963489	93963801	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11410	chr1:95402532..95402850	chr1	95402532	95402850	InDel	chr1	95402532	95402850	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11411	chr1:97703377..97703555	chr1	97703377	97703555	InDel	chr1	97703377	97703555	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	DPYD
Variation_11412	chr1:102759714..102760043	chr1	102759714	102760043	InDel	chr1	102759714	102760043	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11413	chr1:102808087..102808405	chr1	102808087	102808405	InDel	chr1	102808087	102808405	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11414	chr1:105140331..105140660	chr1	105140331	105140660	InDel	chr1	105140331	105140660	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	MIR548H3
Variation_11415	chr1:109309770..109310100	chr1	109309770	109310100	InDel	chr1	109309770	109310100	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11416	chr1:112882291..112882614	chr1	112882291	112882614	InDel	chr1	112882291	112882614	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	CAPZA1
Variation_11417	chr1:142780887..142780999	chr1	142780887	142780999	InDel	chr1	142780887	142780999	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11418	chr1:146150579..146150898	chr1	146150579	146150898	InDel	chr1	146150579	146150898	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11419	chr1:156461781..156462730	chr1	156461781	156462730	InDel	chr1	156461781	156462730	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11420	chr1:158666577..158666983	chr1	158666577	158666983	InDel	chr1	158666577	158666983	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11421	chr1:158784324..158784643	chr1	158784324	158784643	InDel	chr1	158784324	158784643	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	NOS1AP
Variation_11422	chr1:162462904..162463183	chr1	162462904	162463183	InDel	chr1	162462904	162463183	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	TMCO1
Variation_11423	chr1:164236983..164237752	chr1	164236983	164237752	InDel	chr1	164236983	164237752	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11424	chr1:173209890..173210445	chr1	173209890	173210445	InDel	chr1	173209890	173210445	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	PAPPA2
Variation_11425	chr1:179683681..179683981	chr1	179683681	179683981	InDel	chr1	179683681	179683981	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11426	chr1:182168954..182169136	chr1	182168954	182169136	InDel	chr1	182168954	182169136	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11427	chr1:183496667..183497161	chr1	183496667	183497161	InDel	chr1	183496667	183497161	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11428	chr1:185271114..185271888	chr1	185271114	185271888	InDel	chr1	185271114	185271888	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	
Variation_11429	chr1:196775202..196775521	chr1	196775202	196775521	InDel	chr1	196775202	196775521	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	NR5A2
Variation_11430	chr1:199092700..199092939	chr1	199092700	199092939	InDel	chr1	199092700	199092939	Mills et al. (2006)	16902084	Sequence trace read mapping	0	1	1		36 control samples	PPP1R12B
